title,labels
Output console does not scroll after an error on compilation,['*caused-by-extension']
Icons are not properly rendered in embedded terminal,['*duplicate']
Folder color does not update to reflect state of files it contains in Explorer,['needs more info']
Step back and reverse continue have wrong icons,"['bug', 'debug', 'icons-product', 'verified']"
Go to implementation with source file open in split view,['*question']
cpu high on view files,['needs more info']
Build: Improve build retrigger perf by using cache.dryRun,['engineering']
Settings: Fix subpixel AA issues,"['bug', 'lcd-text-rendering', 'verified']"
markdown extension does not open relative links in remote env,"['bug', 'help wanted', 'markdown']"
Webview: No keybindings work when webview has focus,"['bug', 'verified']"
editor.fontfamily not working for custom fonts,['needs more info']
Extensions: Subpixel AA isn't working in the input box,"['bug', 'lcd-text-rendering', 'verified']"
Engineering: Improve build perf,['engineering']
clone git repository,['needs more info']
Code lens corruption,"['bug', 'editor-code-lens']"
TS: Suggest class name from file,"['javascript', 'suggest', 'typescript', 'upstream']"
Code Helper  占用cpu 资源过高,['*english-please']
Extension host terminated unexpectedly.,['needs more info']
Just started javascript tutorials and this happened Knowledge on VScodes=null Help,['*question']
Restoring from full screen / zen mode crops when vscode was maximised prior,['*duplicate']
Sluggish mouse selection & cursor movement when in full screen / zen mode,['needs more info']
Non-fluent English in error message,"['bug', 'file-explorer', 'verified']"
Editor Suggestions on Enter change,"['feature-request', 'suggest']"
Pressing Esc does not cancel debugging,"['*caused-by-extension', 'debug']"
"""yarn watch"" doesn't start",['*dev-question']
Make debugging independent from node APIs,"['debt', 'debug']"
Peek Reference doesn't focus on selected reference,"['bug', 'editor-symbols']"
Add cursor change after revert or stage changes,['git']
This code (below) doesn't work,['needs more info']
"Expanding Terminal adds ""whitespace""",['*duplicate']
typescript formatting preincrement without curly braces,"['formatting', 'javascript', 'typescript', 'upstream-issue-linked']"
Extension git resource not available,['*caused-by-extension']
Powershell:  Autosense is broken when referencing a function which has an Enumerated Type as a parameter,['*caused-by-extension']
Adopt icon font in custom dialogs,['icons-product']
Format Document Not working,['needs more info']
Web: Sash indicator on touch screen,"['layout', 'polish', 'web']"
Web: custom menu is broken,"['bug', 'menus', 'verified', 'web']"
Add advanced diff similar to SlickEdit,['feature-request']
Consider keybinding platform context keys on start up,"['context-keys', 'feature-request']"
Move dialog details to description row in custom dialog?,"['feature-request', 'file-explorer']"
Web: Notification positioned out of workbench,"['bug', 'verified', 'web']"
Text related to the Find All References feature is not localized,['*duplicate']
Local extensions are being synced,"['bug', 'settings-sync', 'verified']"
"First sync of extensions seems to save [], followed shortly after by the actual manifest","['bug', 'settings-sync', 'verified']"
Screen Reader + ,"['accessibility', 'needs more info']"
Adopt icon font in editor contribution icons,['icons-product']
WebGL renderer doesn't work with tasks,"['bug', 'integrated-terminal', 'upstream', 'verified']"
Protocol handler not triggered when running out of sources on Windows,"['bug', 'help wanted', 'verified', 'workbench-os-integration']"
Ability to change hover popup size from an extension.,['feature-request']
snippet shortcuts stopped working,['needs more info']
Notifications: support LCD rendering,"['*as-designed', 'debt', 'help wanted', 'workbench-notifications']"
ZSH seems to couse problems,['needs more info']
When git synchronise get errors about clobbering existing tag,['needs more info']
Left right navigation in compact node does not read the names of sub-nodes,"['accessibility', 'bug', 'verified']"
Watcher Exclude (even with with default configs) is not respected on workspaces with more than one folders.,"['*duplicate', 'file-watcher']"
Keystroke W doesn't work on VS terminal - it pastes,['*duplicate']
"Have extensionKind: ""ui"" only run in the ui","['extensions', 'feature-request', 'on-testplan']"
exclude files which match .gitignore rules,['*duplicate']
it takes so much time from minimize to maximize,['*duplicate']
Inserting a new line doesn't work after Find (Firefox),"['bug', 'editor-find', 'firefox', 'verified', 'web']"
JS Can not auto import function,"['javascript', 'needs more info']"
Drag and Drop files within VSCode editor (version 1.40.0 ) on already opened file is stopped working,['needs more info']
debugger not working properly since upgrade to latest version,['needs more info']
Crashing on exception: windowToTakeFrom should be in FS,"['freeze-slow-crash', 'needs more info']"
Markdown syntax highlighting is broken when using `---`,['confirmation-pending']
Microsoft Visual C++ 14.0 required in python,['needs more info']
files: exclude is not convenient,['*question']
Spaces after emojis are ignored in vs code terminal,['*duplicate']
Extension Viewlet entry looks out of place with others,"['polish', 'settings-editor']"
Go To Definition won't work because of TSServer failure,"['javascript', 'needs more info', 'typescript', 'upstream-issue-linked']"
桌面开启了自动隐藏任务栏之后以及最大化之后点击最大化无法取消最大化,['*english-please']
Weird colors and shapes appearing in the terminal,['needs more info']
go to definition not working,"['*caused-by-extension', 'editor-symbols', 'needs more info']"
Please add array align  Feature in vscode,['*extension-candidate']
javascript.suggest.includeAutomaticOptionalChainCompletions isn't working,"['*as-designed', 'javascript']"
Terminal scrolling Bar jump to the top,['*duplicate']
PHP FQCN does not match in fuzzy finder,['*as-designed']
Debug configuration ignored sometimes,"['debug', 'under-discussion']"
Terminal not showing complete output unless resized,['needs more info']
Suchfunktion Exclude-/Includefilterprobelm,['*english-please']
'w' is somehow configured to paste into the terminal,"['bug', 'important', 'integrated-terminal', 'verified', 'windows']"
Code Lens using Octicon cannot be triggered,"['bug', 'editor-code-lens', 'verified']"
VS 1.40.1 node debugger fails to attach if VSC started from different mounted drive on Linux,"['debug', 'needs more info']"
Terminal and output panels sometimes can not show anything,['needs more info']
git doesn't work when terminal is wsl ,['needs more info']
OUTLINE not work for C++ source files in WSL,['*caused-by-extension']
it is so confusing what is development story on windows on arm for arm architecture,['*question']
Overtyping Brackets doesn't work after backslash,"['bug', 'editor-autoclosing', 'verified']"
Extend `vscode.extensions.getExtension()` API to work with disabled extensions,"['api', 'extensions', 'feature-request']"
Can't use rsync in WSL 2,['invalid']
I accedantely deleted files on my desktop...,['*question']
Works in CodePen but not VS Code. . . Why not?,['*question']
Lubuntu 18.04: Graphics artefacts after updating vscode,"['electron-6.0.x-update', 'gpu', 'linux', 'upstream']"
"""Your First Extension"" example only works with powershell as integrated shell in Windows 10","['needs more info', 'tasks']"
Problems when getting started,['help wanted']
Provide an option to toogle which can move cursor automatically towards the terminal when program ask for user input inorder to give output.,['*as-designed']
VS Code flickering and crash,['*duplicate']
Allow friendly name for task input pickString options,"['feature-request', 'tasks', 'variable-resolving']"
Allow detail option on task input pickString,"['feature-request', 'tasks', 'variable-resolving']"
Support external diff algorithms in internal diff editor,"['diff-editor', 'feature-request']"
“Visual Studio Code” can’t be opened because Apple cannot check it for malicious software.,['*duplicate']
Text Editor->Find options invalid,['polish']
Optional Properties don't show available keys of an interface,"['typescript', 'upstream-issue-linked']"
Adding spaces,['*out-of-scope']
Php - JS - HTML mixed code coloring/highlighting doesn't work whil in PHP language mode,['needs more info']
Silent Corruption of UT8-Encoded Files missidentified as UTF8-BOM,"['bug', 'file-guess-encoding', 'verified']"
"Incorrect type. Expected ""array"" in package.json",['upstream-issue-linked']
"When cancel full-screen mode, window position doesn't repair to original position",['*duplicate']
Miniconda3 environment fails to auto activate in terminal,['*caused-by-extension']
Unable to run on Mac OS Catalina,['*duplicate']
Please support RISC-V debug.,['*caused-by-extension']
"both win & linux, vsc can not recognize c function name",['*caused-by-extension']
Recommended extensions page is overflowd bottom,"['*duplicate', 'webview']"
Markdown preview editor shows icon even though I disabled file icons,"['bug', 'help wanted', 'markdown']"
There should be a way to view VS code where users can view only code and its output in terminal.,"['feature-request', 'layout']"
Support for configuring and specifying multiple different shells in Integrated Terminal,['*duplicate']
 Make local and remote ports configurable,['web']
强烈恳求账号支持,['*duplicate']
"the text in the text editor starts fading away,what can I do to solve the problem?",['needs more info']
 Abnormal Alignment,['*duplicate']
